,code,name,gender,country_x,discipline,event,age,medal_type,team_code,num_athletes
2732,1570107,LEE Yang,Male,Chinese Taipei,Badminton,Mens Doubles,29,Gold Medal,BDMMDOUBLES-TPE01,2.0
2741,1570415,CAVUSOGLU TOSUN Buse,Female,Türkiye,Wrestling,Womens Freestyle 68kg,29,Bronze Medal,,
2744,1570441,NADAS Bence,Male,Hungary,Canoe Sprint,Mens Kayak Double 500m,28,Silver Medal,CSPMK2-500M-HUN01,2.0
2749,1570546,AKGUL Taha,Male,Türkiye,Wrestling,Mens Freestyle 125kg,34,Bronze Medal,,
2751,1570556,PUPP Noemi,Female,Hungary,Canoe Sprint,Womens Kayak Double 500m,26,Bronze Medal,CSPWK2-500M-HUN02,2.0
2752,1570556,PUPP Noemi,Female,Hungary,Canoe Sprint,Womens Kayak Four 500m,26,Bronze Medal,CSPWK4-500M-HUN01,4.0
2753,1570561,MAKHMADBEKOV Somon,Male,Tajikistan,Judo,Men -81 kg,25,Bronze Medal,,
2767,1570845,TOTKA Sandor,Male,Hungary,Canoe Sprint,Mens Kayak Double 500m,30,Silver Medal,CSPMK2-500M-HUN01,2.0
2769,1570863,VARGA Adam,Male,Hungary,Canoe Sprint,Mens Kayak Single 1000m,25,Silver Medal,,
2785,1571498,ORTA SANCHEZ Luis Alberto,Male,Cuba,Wrestling,Mens Greco-Roman 67kg,30,Bronze Medal,,
2787,1571504,ROSILLO KINDELAN Gabriel Alejandro,Male,Cuba,Wrestling,Mens Greco-Roman 97kg,25,Bronze Medal,,
2788,1571506,LOPEZ NUNEZ Mijain,Male,Cuba,Wrestling,Mens Greco-Roman 130kg,42,Gold Medal,,
2803,1571559,MAHUCHIKH Yaroslava,Female,Ukraine,Athletics,Womens High Jump,23,Gold Medal,,
2807,1571563,KOKHAN Mykhaylo,Male,Ukraine,Athletics,Mens Hammer Throw,23,Bronze Medal,,
2812,1571577,GERASHCHENKO Iryna,Female,Ukraine,Athletics,Womens High Jump,29,Bronze Medal,,
2819,1571747,GUZMAN LOPEZ Yusneylis,Female,Cuba,Wrestling,Womens Freestyle 50kg,28,Silver Medal,,
2832,1571911,BABULFATH Tara,Female,Sweden,Judo,Women -48 kg,18,Bronze Medal,,
2836,1571936,MARIN POTRILLE Milaimy de la Carid,Female,Cuba,Wrestling,Womens Freestyle 76kg,23,Bronze Medal,,
2857,1572203,NICHITA Anastasia,Female,Republic of Moldova,Wrestling,Womens Freestyle 57kg,25,Silver Medal,,
2863,1572318,MARTON Viviana,Female,Hungary,Taekwondo,Women -67kg,18,Gold Medal,,
2872,1572444,O DONOVAN Paul,Male,Ireland,Rowing,Lightweight Mens Double Sculls,30,Gold Medal,ROWMSCULL2-LIRL01,2.0
2914,1572557,SJOESTROEM Sarah,Female,Sweden,Swimming,Womens 100m Freestyle,31,Gold Medal,,
2917,1572557,SJOESTROEM Sarah,Female,Sweden,Swimming,Womens 50m Freestyle,31,Gold Medal,,
2944,1572919,LINDGREN Victor,Male,Sweden,Shooting,10m Air Rifle Men,21,Silver Medal,,
2961,1572953,PIKULIK Daria,Female,Poland,Cycling Track,Womens Omnium,27,Silver Medal,,
3017,1573098,KACZMAREK Natalia,Female,Poland,Athletics,Womens 400m,26,Bronze Medal,,
3051,1573388,VICTOR Lindon,Male,Grenada,Athletics,Mens Decathlon,31,Bronze Medal,,
3052,1573418,PETERS Anderson,Male,Grenada,Athletics,Mens Javelin Throw,27,Bronze Medal,,
3053,1573439,AYAYI Valeriane,Female,France,Basketball,Women,30,Silver Medal,BKBWTEAM5---FRA01,12.0
3054,1573440,BADIANE Marieme,Female,France,Basketball,Women,30,Silver Medal,BKBWTEAM5---FRA01,12.0
3055,1573441,BERNIES Romane,Female,France,Basketball,Women,31,Silver Medal,BKBWTEAM5---FRA01,12.0
3056,1573442,CHERY Alexia,Female,France,Basketball,Women,26,Silver Medal,BKBWTEAM5---FRA01,12.0
3057,1573445,FAUTHOUX Marine,Female,France,Basketball,Women,23,Silver Medal,BKBWTEAM5---FRA01,12.0
3058,1573448,JOHANNES Marine,Female,France,Basketball,Women,29,Silver Medal,BKBWTEAM5---FRA01,12.0
3059,1573449,LACAN Leila,Female,France,Basketball,Women,20,Silver Medal,BKBWTEAM5---FRA01,12.0
3060,1573451,MALONGA Dominique,Female,France,Basketball,Women,19,Silver Medal,BKBWTEAM5---FRA01,12.0
3061,1573452,MICHEL BOURY Sarah,Female,France,Basketball,Women,35,Silver Medal,BKBWTEAM5---FRA01,12.0
3062,1573454,RUPERT Iliana,Female,France,Basketball,Women,23,Silver Medal,BKBWTEAM5---FRA01,12.0
3063,1573455,SALAUN Janelle,Female,France,Basketball,Women,23,Silver Medal,BKBWTEAM5---FRA01,12.0
3064,1573457,WILLIAMS Gabby,Female,France,Basketball,Women,28,Silver Medal,BKBWTEAM5---FRA01,12.0
3066,1573627,ALBICY Andrew,Male,France,Basketball,Men,34,Silver Medal,BKBMTEAM5---FRA01,12.0
3067,1573628,BATUM Nicolas,Male,France,Basketball,Men,36,Silver Medal,BKBMTEAM5---FRA01,12.0
3068,1573630,de COLO Nando,Male,France,Basketball,Men,37,Silver Medal,BKBMTEAM5---FRA01,12.0
3069,1573632,FOURNIER Evan,Male,France,Basketball,Men,32,Silver Medal,BKBMTEAM5---FRA01,12.0
3070,1573633,GOBERT Rudy,Male,France,Basketball,Men,32,Silver Medal,BKBMTEAM5---FRA01,12.0
3071,1573634,LESSORT Mathias,Male,France,Basketball,Men,29,Silver Medal,BKBMTEAM5---FRA01,12.0
3072,1573636,NTILIKINA Frank,Male,France,Basketball,Men,26,Silver Medal,BKBMTEAM5---FRA01,12.0
3073,1573638,YABUSELE Guerschon,Male,France,Basketball,Men,29,Silver Medal,BKBMTEAM5---FRA01,12.0
3074,1573639,WEMBANYAMA Victor,Male,France,Basketball,Men,20,Silver Medal,BKBMTEAM5---FRA01,12.0
3075,1573640,CORDINIER Isaia,Male,France,Basketball,Men,28,Silver Medal,BKBMTEAM5---FRA01,12.0
3076,1573642,COULIBALY Bilal,Male,France,Basketball,Men,20,Silver Medal,BKBMTEAM5---FRA01,12.0
3077,1573660,STRAZEL Matthew,Male,France,Basketball,Men,22,Silver Medal,BKBMTEAM5---FRA01,12.0
3084,1574041,BRIZARD Antoine,Male,France,Volleyball,Men,30,Gold Medal,VVOMTEAM6---FRA01,13.0
3085,1574043,CARLE Timothee,Male,France,Volleyball,Men,29,Gold Medal,VVOMTEAM6---FRA01,13.0
3086,1574045,CHINENYEZE Barthelemy,Male,France,Volleyball,Men,26,Gold Medal,VVOMTEAM6---FRA01,13.0
3087,1574046,CLEVENOT Trevor,Male,France,Volleyball,Men,30,Gold Medal,VVOMTEAM6---FRA01,13.0
3088,1574048,FAURE Theo,Male,France,Volleyball,Men,25,Gold Medal,VVOMTEAM6---FRA01,13.0
3089,1574049,GREBENNIKOV Jenia,Male,France,Volleyball,Men,34,Gold Medal,VVOMTEAM6---FRA01,13.0
3090,1574055,JOUFFROY Quentin,Male,France,Volleyball,Men,31,Gold Medal,VVOMTEAM6---FRA01,13.0
3091,1574057,le GOFF Nicolas,Male,France,Volleyball,Men,32,Gold Medal,VVOMTEAM6---FRA01,13.0
3092,1574058,LOUATI Yacine,Male,France,Volleyball,Men,32,Gold Medal,VVOMTEAM6---FRA01,13.0
3093,1574060,NGAPETH Earvin,Male,France,Volleyball,Men,33,Gold Medal,VVOMTEAM6---FRA01,13.0
3094,1574061,PATRY Jean,Male,France,Volleyball,Men,28,Gold Medal,VVOMTEAM6---FRA01,13.0
3095,1574065,TILLIE Kevin,Male,France,Volleyball,Men,34,Gold Medal,VVOMTEAM6---FRA01,13.0
3096,1574067,TONIUTTI Benjamin,Male,France,Volleyball,Men,35,Gold Medal,VVOMTEAM6---FRA01,13.0
3097,1574106,GROBBELAAR Christie,Male,South Africa,Rugby Sevens,Men,24,Bronze Medal,RU7MTEAM7---RSA01,13.0
3098,1574107,OOSTHUIZEN Ryan,Male,South Africa,Rugby Sevens,Men,29,Bronze Medal,RU7MTEAM7---RSA01,13.0
3099,1574108,VISSER Impi,Male,South Africa,Rugby Sevens,Men,29,Bronze Medal,RU7MTEAM7---RSA01,13.0
3100,1574109,DAVIDS Zain,Male,South Africa,Rugby Sevens,Men,27,Bronze Medal,RU7MTEAM7---RSA01,13.0
3101,1574111,PRETORIUS Tiaan,Male,South Africa,Rugby Sevens,Men,23,Bronze Medal,RU7MTEAM7---RSA01,13.0
3102,1574112,BROWN Ronald,Male,South Africa,Rugby Sevens,Men,29,Bronze Medal,RU7MTEAM7---RSA01,13.0
3103,1574114,WILLIAMS Shaun,Male,South Africa,Rugby Sevens,Men,26,Bronze Medal,RU7MTEAM7---RSA01,13.0
3104,1574118,SOYIZWAPI Siviwe,Male,South Africa,Rugby Sevens,Men,32,Bronze Medal,RU7MTEAM7---RSA01,13.0
3105,1574119,van WYK Shilton,Male,South Africa,Rugby Sevens,Men,25,Bronze Medal,RU7MTEAM7---RSA01,13.0
3106,1574121,SPECMAN Rosko,Male,South Africa,Rugby Sevens,Men,35,Bronze Medal,RU7MTEAM7---RSA01,13.0
3107,1574134,LEYDS Tristan,Male,South Africa,Rugby Sevens,Men,27,Bronze Medal,RU7MTEAM7---RSA01,13.0
3118,1786902,SEONG Seungmin,Female,Korea,Modern Pentathlon,Womens Individual,21,Bronze Medal,,
3135,1878037,TANG Chia-Hung,Male,Chinese Taipei,Artistic Gymnastics,Mens Horizontal Bar,28,Bronze Medal,,
3146,1878353,ROOTH Markus,Male,Norway,Athletics,Mens Decathlon,23,Gold Medal,,
3158,1878383,MOL Anders Berntsen,Male,Norway,Beach Volleyball,Men,27,Bronze Medal,VBVMTEAM2---NOR01,2.0
3159,1878386,SOERUM Christian Sandlie,Male,Norway,Beach Volleyball,Men,29,Bronze Medal,VBVMTEAM2---NOR01,2.0
3196,1878486,MOERK Nora,Female,Norway,Handball,Women,33,Gold Medal,HBLWTEAM7---NOR01,15.0
3197,1878487,HERREM Camilla,Female,Norway,Handball,Women,38,Gold Medal,HBLWTEAM7---NOR01,15.0
3198,1878490,RUSHFELDT DEILA Thale,Female,Norway,Handball,Women,24,Gold Medal,HBLWTEAM7---NOR01,15.0
3199,1878492,SOLBERG-OESTHASSEL Silje,Female,Norway,Handball,Women,34,Gold Medal,HBLWTEAM7---NOR01,15.0
3200,1878493,INGSTAD Vilde,Female,Norway,Handball,Women,30,Gold Medal,HBLWTEAM7---NOR01,15.0
3202,1878495,REISTAD Henny,Female,Norway,Handball,Women,25,Gold Medal,HBLWTEAM7---NOR01,15.0
3203,1878496,SKOGRAND Stine,Female,Norway,Handball,Women,31,Gold Medal,HBLWTEAM7---NOR01,15.0
3204,1878500,SOLBERG-ISAKSEN Sanna,Female,Norway,Handball,Women,34,Gold Medal,HBLWTEAM7---NOR01,15.0
3205,1878501,JACOBSEN Marit,Female,Norway,Handball,Women,30,Gold Medal,HBLWTEAM7---NOR01,15.0
3206,1878509,LUNDE Katrine,Female,Norway,Handball,Women,44,Gold Medal,HBLWTEAM7---NOR01,15.0
3208,1878511,BREISTOEL Kristine,Female,Norway,Handball,Women,31,Gold Medal,HBLWTEAM7---NOR01,15.0
3209,1878514,KRISTIANSEN Veronica,Female,Norway,Handball,Women,34,Gold Medal,HBLWTEAM7---NOR01,15.0
3210,1878515,OFTEDAL Stine Bredal,Female,Norway,Handball,Women,33,Gold Medal,HBLWTEAM7---NOR01,15.0
3211,1878516,BRATTSET DALE Kari,Female,Norway,Handball,Women,33,Gold Medal,HBLWTEAM7---NOR01,15.0
3212,1878518,AARDAHL Maren,Female,Norway,Handball,Women,30,Gold Medal,HBLWTEAM7---NOR01,15.0
3224,1878563,NADEEM Arshad,Male,Pakistan,Athletics,Mens Javelin Throw,27,Gold Medal,,
3228,1878602,HOEST Line Flem,Female,Norway,Sailing,Womens Dinghy,29,Bronze Medal,,
3243,1878625,KOANDA Solfrid Eila Amena,Female,Norway,Weightlifting,Womens 81kg,26,Gold Medal,,
3244,1878635,BULLEN Grace Jacob,Female,Norway,Wrestling,Womens Freestyle 62kg,27,Bronze Medal,,
3245,1878687,SEIITBEK UULU Munarbek,Male,Kyrgyzstan,Boxing,Mens 57kg,28,Silver Medal,,
3247,1878715,DOSTAL Josef,Male,Czechia,Canoe Sprint,Mens Kayak Single 1000m,31,Gold Medal,,
3248,1878716,FUKSA Martin,Male,Czechia,Canoe Sprint,Mens Canoe Single 1000m,31,Gold Medal,,
3288,1879110,BENNAMA Billal,Male,France,Boxing,Mens 51kg,26,Silver Medal,,
3289,1879111,OUMIHA Sofiane,Male,France,Boxing,Mens 63.5kg,30,Silver Medal,,
3295,1879120,ABOUDOU MOINDZE Djamili-Dini,Male,France,Boxing,Mens +92kg,28,Bronze Medal,,
3299,1879160,MOERKOEV Michael,Male,Denmark,Cycling Track,Mens Madison,39,Bronze Medal,CTRMMADISON-DEN01,2.0
3313,1879180,LARSEN Niklas,Male,Denmark,Cycling Track,Mens Madison,27,Bronze Medal,CTRMMADISON-DEN01,2.0
3372,1879518,BISULTANOV Turpal Ali,Male,Denmark,Wrestling,Mens Greco-Roman 87kg,23,Bronze Medal,,
3379,1879661,BARRAQUE Jean Pascal,Male,France,Rugby Sevens,Men,33,Gold Medal,RU7MTEAM7---FRA01,13.0
3380,1879669,DUPONT Antoine,Male,France,Rugby Sevens,Men,28,Gold Medal,RU7MTEAM7---FRA01,13.0
3381,1879670,EPEE Nelson,Male,France,Rugby Sevens,Men,23,Gold Medal,RU7MTEAM7---FRA01,13.0
3382,1879671,FORNER Theo,Male,France,Rugby Sevens,Men,23,Gold Medal,RU7MTEAM7---FRA01,13.0
3383,1879672,GRANDIDIER NKANANG Aaron,Male,France,Rugby Sevens,Men,24,Gold Medal,RU7MTEAM7---FRA01,13.0
3384,1879675,JOSEPH Jefferson-Lee,Male,France,Rugby Sevens,Men,22,Gold Medal,RU7MTEAM7---FRA01,13.0
3385,1879681,PAREZ EDO MARTIN Stephen,Male,France,Rugby Sevens,Men,30,Gold Medal,RU7MTEAM7---FRA01,13.0
3386,1879682,PASQUET Varian,Male,France,Rugby Sevens,Men,25,Gold Medal,RU7MTEAM7---FRA01,13.0
3387,1879683,REBBADJ Rayan,Male,France,Rugby Sevens,Men,25,Gold Medal,RU7MTEAM7---FRA01,13.0
3388,1879684,RIVA Paulin,Male,France,Rugby Sevens,Men,30,Gold Medal,RU7MTEAM7---FRA01,13.0
3389,1879685,SEPHO Jordan,Male,France,Rugby Sevens,Men,26,Gold Medal,RU7MTEAM7---FRA01,13.0
3390,1879687,TIMO Andy,Male,France,Rugby Sevens,Men,20,Gold Medal,RU7MTEAM7---FRA01,13.0
3391,1879692,ZEGHDAR Antoine,Male,France,Rugby Sevens,Men,25,Gold Medal,RU7MTEAM7---FRA01,13.0
3403,1879826,DARLEUX MINGAM Cleopatre,Female,France,Handball,Women,35,Silver Medal,HBLWTEAM7---FRA01,17.0
3404,1879830,FLIPPES Laura,Female,France,Handball,Women,30,Silver Medal,HBLWTEAM7---FRA01,17.0
3405,1879831,FOPPA Pauletta,Female,France,Handball,Women,24,Silver Medal,HBLWTEAM7---FRA01,17.0
3406,1879834,GLAUSER Laura,Female,France,Handball,Women,31,Silver Medal,HBLWTEAM7---FRA01,17.0
3407,1879835,GRANDVEAU Lena,Female,France,Handball,Women,21,Silver Medal,HBLWTEAM7---FRA01,17.0
3408,1879836,GRANIER Lucie,Female,France,Handball,Women,25,Silver Medal,HBLWTEAM7---FRA01,17.0
3409,1879839,KANOR Orlane,Female,France,Handball,Women,27,Silver Medal,HBLWTEAM7---FRA01,17.0
3410,1879842,LASSOURCE Coralie,Female,France,Handball,Women,32,Silver Medal,HBLWTEAM7---FRA01,17.0
3411,1879845,NOCANDY Meline,Female,France,Handball,Women,26,Silver Medal,HBLWTEAM7---FRA01,17.0
3412,1879846,NZE MINKO Estelle,Female,France,Handball,Women,33,Silver Medal,HBLWTEAM7---FRA01,17.0
3413,1879847,ONDONO Onacia,Female,France,Handball,Women,28,Silver Medal,HBLWTEAM7---FRA01,17.0
3414,1879851,SAKO Hatadou,Female,France,Handball,Women,29,Silver Medal,HBLWTEAM7---FRA01,17.0
3415,1879853,TOUBLANC Alicia,Female,France,Handball,Women,28,Silver Medal,HBLWTEAM7---FRA01,17.0
3416,1879854,VALENTINI Chloe,Female,France,Handball,Women,29,Silver Medal,HBLWTEAM7---FRA01,17.0
3417,1879856,ZAADI DEUNA Grace,Female,France,Handball,Women,31,Silver Medal,HBLWTEAM7---FRA01,17.0
3442,1880191,DANY DANN,Male,France,Breaking,B-Boys,36,Silver Medal,,
3472,1880464,CASTRYCK Titouan,Male,France,Canoe Slalom,Mens Kayak Single,20,Silver Medal,,
3477,1880479,GESTIN Nicolas,Male,France,Canoe Slalom,Mens Canoe Single,24,Gold Medal,,
3480,1880483,HUG Angele,Female,France,Canoe Slalom,Womens Kayak Cross,24,Silver Medal,,
3495,1880564,POPP Alexandra,Female,Germany,Football,Women,33,Bronze Medal,FBLWTEAM11--GER01,20.0
3496,1880565,DOORSOUN Sara,Female,Germany,Football,Women,33,Bronze Medal,FBLWTEAM11--GER01,20.0
3497,1880566,HENDRICH Kathrin,Female,Germany,Football,Women,32,Bronze Medal,FBLWTEAM11--GER01,20.0
3498,1880571,RAUCH Felicitas,Female,Germany,Football,Women,28,Bronze Medal,FBLWTEAM11--GER01,20.0
3499,1880572,SCHUELLER Lea,Female,Germany,Football,Women,27,Bronze Medal,FBLWTEAM11--GER01,20.0
3500,1880573,FREIGANG Laura,Female,Germany,Football,Women,26,Bronze Medal,FBLWTEAM11--GER01,20.0
3501,1880574,MINGE Janina,Female,Germany,Football,Women,25,Bronze Medal,FBLWTEAM11--GER01,20.0
3502,1880575,GWINN Giulia,Female,Germany,Football,Women,25,Bronze Medal,FBLWTEAM11--GER01,20.0
3503,1880576,LINDER Sarai,Female,Germany,Football,Women,25,Bronze Medal,FBLWTEAM11--GER01,20.0
3504,1880578,ANYOMI Nicole,Female,Germany,Football,Women,24,Bronze Medal,FBLWTEAM11--GER01,20.0
3505,1880581,LOHMANN Sydney,Female,Germany,Football,Women,24,Bronze Medal,FBLWTEAM11--GER01,20.0
3506,1880583,BUEHL Klara,Female,Germany,Football,Women,24,Bronze Medal,FBLWTEAM11--GER01,20.0
3507,1880584,NUESKEN Sjoeke,Female,Germany,Football,Women,23,Bronze Medal,FBLWTEAM11--GER01,20.0
3508,1880591,FROHMS Merle,Female,Germany,Football,Women,29,Bronze Medal,FBLWTEAM11--GER01,20.0
3509,1880592,BRAND Jule,Female,Germany,Football,Women,22,Bronze Medal,FBLWTEAM11--GER01,20.0
3510,1880595,HEGERING Marina,Female,Germany,Football,Women,34,Bronze Medal,FBLWTEAM11--GER01,20.0
3511,1880602,BERGER Ann-Katrin,Female,Germany,Football,Women,34,Bronze Medal,FBLWTEAM11--GER01,20.0
3512,1880606,SCHULZE SOLANO Bibiane,Female,Germany,Football,Women,26,Bronze Medal,FBLWTEAM11--GER01,20.0
3513,1880609,SENSS Elisa,Female,Germany,Football,Women,27,Bronze Medal,FBLWTEAM11--GER01,20.0
3514,1880610,ENDEMANN Vivien,Female,Germany,Football,Women,23,Bronze Medal,FBLWTEAM11--GER01,20.0
3529,1887714,RASHITOV Ulugbek,Male,Uzbekistan,Taekwondo,Men -68kg,22,Gold Medal,,
3537,1887768,OSIPOVA Svetlana,Female,Uzbekistan,Taekwondo,Women +67kg,24,Silver Medal,,
3547,1887939,SATO Taishu,Male,Japan,Modern Pentathlon,Mens Individual,31,Silver Medal,,
3562,1887963,LIN Yu Ting,Female,Chinese Taipei,Boxing,Womens 57kg,29,Gold Medal,,
3565,1887970,WU Shih Yi,Female,Chinese Taipei,Boxing,Womens 60kg,26,Bronze Medal,,
3567,1887975,CHEN Nien Chin,Female,Chinese Taipei,Boxing,Womens 66kg,27,Bronze Medal,,
3578,1888047,MARICIC Miran,Male,Croatia,Shooting,10m Air Rifle Men,27,Bronze Medal,,
3645,1888429,JEDRZEJEWSKI Camille,Female,France,Shooting,25m Pistol Women,22,Silver Medal,,
3680,1888932,DAVIDS Selvyn,Male,South Africa,Rugby Sevens,Men,30,Bronze Medal,RU7MTEAM7---RSA01,13.0
3681,1888936,NORTJE Quewin,Male,South Africa,Rugby Sevens,Men,21,Bronze Medal,RU7MTEAM7---RSA01,13.0
3694,1888993,AXELSEN Viktor,Male,Denmark,Badminton,Mens Singles,30,Gold Medal,,
3734,1889176,LEBRUN Alexis,Male,France,Table Tennis,Mens Team,21,Bronze Medal,TTEMTEAM----FRA01,3.0
3736,1889177,LEBRUN Felix,Male,France,Table Tennis,Mens Singles,18,Bronze Medal,,
3737,1889177,LEBRUN Felix,Male,France,Table Tennis,Mens Team,18,Bronze Medal,TTEMTEAM----FRA01,3.0
3738,1889178,GAUZY Simon,Male,France,Table Tennis,Mens Team,30,Bronze Medal,TTEMTEAM----FRA01,3.0
3776,1889702,HINZE Emma,Female,Germany,Cycling Track,Womens Team Sprint,27,Bronze Medal,CTRWSPRTEAM3GER01,4.0
3779,1889703,GRABOSCH Pauline,Female,Germany,Cycling Track,Womens Team Sprint,26,Bronze Medal,CTRWSPRTEAM3GER01,4.0
3781,1889704,FRIEDRICH Lea,Female,Germany,Cycling Track,Womens Sprint,24,Silver Medal,,
3782,1889704,FRIEDRICH Lea,Female,Germany,Cycling Track,Womens Team Sprint,24,Bronze Medal,CTRWSPRTEAM3GER01,4.0
3783,1889705,PROEPSTER Alessa,Female,Germany,Cycling Track,Womens Team Sprint,23,Bronze Medal,CTRWSPRTEAM3GER01,4.0
3874,1891067,MA Zhenzhao,Female,China,Judo,Women -78 kg,26,Bronze Medal,,
3882,1891280,BOUKLI Shirine,Female,France,Judo,Women -48 kg,25,Bronze Medal,,
3883,1891280,BOUKLI Shirine,Female,France,Judo,Mixed Team,25,Gold Medal,JUDXTEAM6---FRA01,14.0
3884,1891283,BUCHARD Amandine,Female,France,Judo,Women -52 kg,29,Bronze Medal,,
3885,1891283,BUCHARD Amandine,Female,France,Judo,Mixed Team,29,Gold Medal,JUDXTEAM6---FRA01,14.0
3886,1891286,CYSIQUE Sarah Leonie,Female,France,Judo,Women -57 kg,26,Bronze Medal,,
3887,1891286,CYSIQUE Sarah Leonie,Female,France,Judo,Mixed Team,26,Gold Medal,JUDXTEAM6---FRA01,14.0
3888,1891289,AGBEGNENOU Clarisse,Female,France,Judo,Women -63 kg,32,Bronze Medal,,
3889,1891289,AGBEGNENOU Clarisse,Female,France,Judo,Mixed Team,32,Gold Medal,JUDXTEAM6---FRA01,14.0
3891,1891292,GAHIE Marie Eve,Female,France,Judo,Mixed Team,28,Gold Medal,JUDXTEAM6---FRA01,14.0
3893,1891297,MALONGA Madeleine,Female,France,Judo,Mixed Team,31,Gold Medal,JUDXTEAM6---FRA01,14.0
3894,1891300,DICKO Romane,Female,France,Judo,Women +78 kg,25,Bronze Medal,,
3895,1891300,DICKO Romane,Female,France,Judo,Mixed Team,25,Gold Medal,JUDXTEAM6---FRA01,14.0
3896,1891304,MKHEIDZE Luka,Male,France,Judo,Men -60 kg,28,Silver Medal,,
3897,1891304,MKHEIDZE Luka,Male,France,Judo,Mixed Team,28,Gold Medal,JUDXTEAM6---FRA01,14.0
3899,1891307,KHYAR Walide,Male,France,Judo,Mixed Team,29,Gold Medal,JUDXTEAM6---FRA01,14.0
3900,1891311,GABA Joan-Benjamin,Male,France,Judo,Men -73 kg,23,Silver Medal,,
3901,1891311,GABA Joan-Benjamin,Male,France,Judo,Mixed Team,23,Gold Medal,JUDXTEAM6---FRA01,14.0
3903,1891314,DJALO Alpha Oumar,Male,France,Judo,Mixed Team,28,Gold Medal,JUDXTEAM6---FRA01,14.0
3904,1891318,NGAYAP HAMBOU Maxime-Gael,Male,France,Judo,Men -90 kg,23,Bronze Medal,,
3905,1891318,NGAYAP HAMBOU Maxime-Gael,Male,France,Judo,Mixed Team,23,Gold Medal,JUDXTEAM6---FRA01,14.0
3907,1891320,DIESSE Aurelien,Male,France,Judo,Mixed Team,27,Gold Medal,JUDXTEAM6---FRA01,14.0
3908,1891323,RINER Teddy,Male,France,Judo,Men +100 kg,35,Gold Medal,,
3909,1891323,RINER Teddy,Male,France,Judo,Mixed Team,35,Gold Medal,JUDXTEAM6---FRA01,14.0
3914,1891498,AN Se Young,Female,Korea,Badminton,Womens Singles,22,Gold Medal,,
