,name,gender,country,disciplines,events
13063,THOMAS Gabrielle,Female,United States,Athletics,Womens 4 x 100m Relay
13064,THOMAS Gabrielle,Female,United States,Athletics,Womens 4 x 400m Relay
13065,WILLIAMS Harrison,Male,United States,Athletics,Mens Decathlon
13066,ROSS Jaida,Female,United States,Athletics,Womens Shot Put
13067,ULRICH Jayden,Female,United States,Athletics,Womens Discus Throw
13068,WHITTAKER Juliette,Female,United States,Athletics,Womens 800m
13069,WOOTEN Jacob,Male,United States,Athletics,Mens Pole Vault
13070,ROOKS Kenneth,Male,United States,Athletics,Mens 3000m Steeplechase
13071,WILLIAMS Kendal,Male,United States,Athletics,Mens 4 x 100m Relay
13072,WILKINSON Matthew,Male,United States,Athletics,Mens 3000m Steeplechase
13073,SAUNDERS Raven,Female,United States,Athletics,Womens Shot Put
13074,WINKLER Rudy,Male,United States,Athletics,Mens Hammer Throw
13075,TERRY Twanisha,Female,United States,Athletics,Womens 100m
13076,TERRY Twanisha,Female,United States,Athletics,Womens 4 x 100m Relay
13077,TURNER Vernon,Male,United States,Athletics,Mens High Jump
13078,ZIEMEK Zachery,Male,United States,Athletics,Mens Decathlon
13079,BOUCHOUARI Benjamin,Male,Morocco,Football,Men
13080,ROGERY Pedro,Male,Guinea-Bissau,Swimming,Mens 50m Freestyle
13081,AKHOMACH Ilias,Male,Morocco,Football,Men
13082,DIU Felix Chun Hei,Male,"Hong Kong, China",Athletics,Mens 100m
13083,DECH Sunday,Male,South Sudan,Basketball,Men
13084,PEDRO Edmilson,Male,Angola,Judo,Men -66 kg
13085,DENG Majok,Male,South Sudan,Basketball,Men
13086,GABRIEL Wenyen,Male,South Sudan,Basketball,Men
13087,MULAMBA Dominique Lasconi,Male,DR Congo,Athletics,Mens 100m
13088,KOMLANVI Akoko,Female,Togo,Rowing,Womens Single Sculls
13089,CLIFTON Samalulu,Female,Samoa,Canoe Sprint,Womens Kayak Single 500m
13090,BETTERIDGE Lois,Female,Canada,Canoe Slalom,Womens Canoe Single
13091,BETTERIDGE Lois,Female,Canada,Canoe Slalom,Womens Kayak Single
13092,BETTERIDGE Lois,Female,Canada,Canoe Slalom,Womens Kayak Cross
13093,BALDONI Alex,Male,Canada,Canoe Slalom,Mens Canoe Single
13094,BALDONI Alex,Male,Canada,Canoe Slalom,Mens Kayak Single
13095,BALDONI Alex,Male,Canada,Canoe Slalom,Mens Kayak Cross
13096,CAMPO Alfredo Jose,Male,Ecuador,Cycling BMX Racing,Men
13097,AKAZAWA Gaku,Male,Samoa,Wrestling,Mens Freestyle 65kg
13098,OGANDO Alexander,Male,Dominican Republic,Athletics,Mens 200m
13099,OGANDO Alexander,Male,Dominican Republic,Athletics,Mens 400m
13100,DAOU Magnim Jordano,Male,Togo,Swimming,Mens 50m Freestyle
13101,STICKLAND Johann,Male,Samoa,Swimming,Mens 100m Freestyle
13102,NDOMBE IMPELENGA Aristote,Male,DR Congo,Swimming,Mens 50m Freestyle
13103,CONNERS Corey,Male,Canada,Golf,Mens Individual Stroke Play
13104,HENDERSON Brooke M,Female,Canada,Golf,Womens Individual Stroke Play
13105,SHARP Alena,Female,Canada,Golf,Womens Individual Stroke Play
13106,TAYLOR Nick,Male,Canada,Golf,Mens Individual Stroke Play
13107,BROWN Kaiya,Female,Samoa,Swimming,Womens 50m Freestyle
13108,GAITOU Adele Sodalo Agnes,Female,Togo,Swimming,Womens 50m Freestyle
13109,KAFADAR Josipa,Female,Canada,Taekwondo,Women -49kg
13110,PARK Skylar,Female,Canada,Taekwondo,Women -57kg
13111,MUXANGA Tiago,Male,Mozambique,Boxing,Mens 71kg
13112,KECHTA Yassine,Male,Morocco,Football,Men
13113,AL-ZINKEE Hasan Ali Khaleel,Male,Iraq,Swimming,Mens 100m Butterfly
13114,JONES Carlik,Male,South Sudan,Basketball,Men
13115,RICHARDSON Amir,Male,Morocco,Football,Men
13116,JOK Peter,Male,South Sudan,Basketball,Men
13117,EL KHANNOUSS Bilal,Male,Morocco,Football,Men
13118,EZZALZOULI Abde,Male,Morocco,Football,Men
13119,EL AZZOUZI Oussama,Male,Morocco,Football,Men
13120,BONHOMME Ariane,Female,Canada,Cycling Track,Womens Madison
13121,BONHOMME Ariane,Female,Canada,Cycling Track,Womens Team Pursuit
13122,JACKSON Alison,Female,Canada,Cycling Road,Womens Road Race
13123,BIBIC Dylan,Male,Canada,Cycling Track,Mens Madison
13124,BIBIC Dylan,Male,Canada,Cycling Track,Mens Omnium
13125,BIBIC Dylan,Male,Canada,Cycling Track,Mens Team Pursuit
13126,MATTERN Carson,Male,Canada,Cycling Track,Mens Team Pursuit
13127,GEE Derek,Male,Canada,Cycling Road,Mens Road Race
13128,GEE Derek,Male,Canada,Cycling Road,Mens Individual Time Trial
13129,ATTWELL Erin,Female,Canada,Cycling Track,Womens Madison
13130,ATTWELL Erin,Female,Canada,Cycling Track,Womens Team Pursuit
13131,MAJENDIE Fiona,Female,Canada,Cycling Track,Womens Team Pursuit
13132,HOLMGREN Gunnar,Male,Canada,Cycling Mountain Bike,Mens Cross-country
13133,HOLMGREN Isabella,Female,Canada,Cycling Mountain Bike,Womens Cross-country
13134,BOYLE Jackie,Female,Canada,Cycling Track,Womens Team Sprint
13135,HEDGCOCK James,Male,Canada,Cycling Track,Mens Keirin
13136,HEDGCOCK James,Male,Canada,Cycling Track,Mens Sprint
13137,HEDGCOCK James,Male,Canada,Cycling Track,Mens Team Sprint
13138,WHALEY Jeffrey,Male,Canada,Cycling BMX Freestyle,Mens Park
13139,GENEST Lauriane,Female,Canada,Cycling Track,Womens Keirin
13140,GENEST Lauriane,Female,Canada,Cycling Track,Womens Sprint
13141,GENEST Lauriane,Female,Canada,Cycling Track,Womens Team Sprint
13142,COLES-LYSTER Maggie,Female,Canada,Cycling Track,Womens Madison
13143,COLES-LYSTER Maggie,Female,Canada,Cycling Track,Womens Omnium
13144,COLES-LYSTER Maggie,Female,Canada,Cycling Track,Womens Team Pursuit
13145,FOLEY Michael,Male,Canada,Cycling Track,Mens Madison
13146,FOLEY Michael,Male,Canada,Cycling Track,Mens Team Pursuit
13147,GUILLEMETTE Mathias,Male,Canada,Cycling Track,Mens Madison
13148,GUILLEMETTE Mathias,Male,Canada,Cycling Track,Mens Omnium
13149,GUILLEMETTE Mathias,Male,Canada,Cycling Track,Mens Team Pursuit
13150,SIMPSON Molly,Female,Canada,Cycling BMX Racing,Women
13151,WOODS Michael,Male,Canada,Cycling Road,Mens Road Race
13152,WAMMES Nick,Male,Canada,Cycling Track,Mens Keirin
13153,WAMMES Nick,Male,Canada,Cycling Track,Mens Sprint
13154,WAMMES Nick,Male,Canada,Cycling Track,Mens Team Sprint
13155,BARIL Olivia,Female,Canada,Cycling Road,Womens Road Race
13156,BARIL Olivia,Female,Canada,Cycling Road,Womens Individual Time Trial
13157,DODYK Ryan,Male,Canada,Cycling Track,Mens Team Sprint
13158,ORBAN Sarah,Female,Canada,Cycling Track,Womens Keirin
13159,ORBAN Sarah,Female,Canada,Cycling Track,Womens Sprint
13160,ORBAN Sarah,Female,Canada,Cycling Track,Womens Team Sprint
13161,RICHARDSON Sean,Male,Canada,Cycling Track,Mens Team Pursuit
13162,van DAM Sarah,Female,Canada,Cycling Track,Womens Omnium
13163,van DAM Sarah,Female,Canada,Cycling Track,Womens Team Pursuit
13164,RORKE Tyler,Male,Canada,Cycling Track,Mens Keirin
13165,RORKE Tyler,Male,Canada,Cycling Track,Mens Sprint
13166,RORKE Tyler,Male,Canada,Cycling Track,Mens Team Sprint
13167,MITCHELL Kelsey,Female,Canada,Cycling Track,Womens Keirin
13168,MITCHELL Kelsey,Female,Canada,Cycling Track,Womens Sprint
13169,MITCHELL Kelsey,Female,Canada,Cycling Track,Womens Team Sprint
13170,NAKACH Akram,Male,Morocco,Football,Men
13171,TIEBWA Nera,Female,Kiribati,Judo,Women -57 kg
13172,van DIJKE Sanne,Female,Netherlands,Judo,Women -70 kg
13173,van DIJKE Sanne,Female,Netherlands,Judo,Mixed Team
13174,van LIESHOUT Joanne,Female,Netherlands,Judo,Women -63 kg
13175,van LIESHOUT Joanne,Female,Netherlands,Judo,Mixed Team
13176,KAMPS Marit,Female,Netherlands,Judo,Women +78 kg
13177,KAMPS Marit,Female,Netherlands,Judo,Mixed Team
13178,BEURSKENS Julie,Female,Netherlands,Judo,Women -57 kg
13179,BEURSKENS Julie,Female,Netherlands,Judo,Mixed Team
13180,STEENHUIS Guusje,Female,Netherlands,Judo,Women -78 kg
13181,STEENHUIS Guusje,Female,Netherlands,Judo,Mixed Team
13182,de WIT Frank,Male,Netherlands,Judo,Men -81 kg
13183,de WIT Frank,Male,Netherlands,Judo,Mixed Team
13184,van T END Noel,Male,Netherlands,Judo,Men -90 kg
13185,van T END Noel,Male,Netherlands,Judo,Mixed Team
13186,TSJAKADOEA Tornike,Male,Netherlands,Judo,Men -60 kg
13187,TSJAKADOEA Tornike,Male,Netherlands,Judo,Mixed Team
13188,KORREL Michael,Male,Netherlands,Judo,Men -100 kg
13189,KORREL Michael,Male,Netherlands,Judo,Mixed Team
13190,SNIPPE Jelle,Male,Netherlands,Judo,Men +100 kg
13191,SNIPPE Jelle,Male,Netherlands,Judo,Mixed Team
13192,VORSSELMAN Ruth,Female,Netherlands,Canoe Sprint,Womens Kayak Single 500m
13193,VORSSELMAN Ruth,Female,Netherlands,Canoe Sprint,Womens Kayak Double 500m
13194,KONIJN Selma,Female,Netherlands,Canoe Sprint,Womens Kayak Single 500m
13195,KONIJN Selma,Female,Netherlands,Canoe Sprint,Womens Kayak Double 500m
13196,WEGMAN Martina,Female,Netherlands,Canoe Slalom,Womens Kayak Single
13197,WEGMAN Martina,Female,Netherlands,Canoe Slalom,Womens Kayak Cross
13198,TEUNISSEN Lena,Female,Netherlands,Canoe Slalom,Womens Canoe Single
13199,TEUNISSEN Lena,Female,Netherlands,Canoe Slalom,Womens Kayak Cross
13200,OTTEN Joris,Male,Netherlands,Canoe Slalom,Mens Canoe Single
13201,OTTEN Joris,Male,Netherlands,Canoe Slalom,Mens Kayak Cross
13202,ZWETSLOOT Roos,Female,Netherlands,Skateboarding,Womens Street
13203,OLDENBEUVING Keet,Female,Netherlands,Skateboarding,Womens Street
13204,TARGHALLINE Oussama,Male,Morocco,Football,Men
13205,EERLAND Britt,Female,Netherlands,Table Tennis,Womens Singles
13206,RUS Arantxa,Female,Netherlands,Tennis,Womens Doubles
13207,RUS Arantxa,Female,Netherlands,Tennis,Womens Singles
13208,SCHUURS Demi,Female,Netherlands,Tennis,Womens Doubles
13209,SCHUURS Demi,Female,Netherlands,Tennis,Mixed Doubles
13210,HAASE Robin,Male,Netherlands,Tennis,Mens Doubles
13211,HAASE Robin,Male,Netherlands,Tennis,Mens Singles
13212,ROJER Jean-Julien,Male,Netherlands,Tennis,Mens Doubles
13213,GRIEKSPOOR Tallon,Male,Netherlands,Tennis,Mens Doubles
13214,GRIEKSPOOR Tallon,Male,Netherlands,Tennis,Mens Singles
13215,KOOLHOF Wesley,Male,Netherlands,Tennis,Mens Doubles
13216,KOOLHOF Wesley,Male,Netherlands,Tennis,Mixed Doubles
13217,FARINANGO BERRU David Andres,Male,Ecuador,Marathon Swimming,Mens 10km
13218,MANAOUT Haytam,Male,Morocco,Football,Men
13219,MAC NEIL Margaret,Female,Canada,Swimming,Womens 100m Butterfly
13220,MAC NEIL Margaret,Female,Canada,Swimming,Womens 100m Freestyle
13221,MAC NEIL Margaret,Female,Canada,Swimming,Womens 4 x 100m Freestyle Relay
13222,MAC NEIL Margaret,Female,Canada,Swimming,Womens 4 x 100m Medley Relay
13223,MAC NEIL Margaret,Female,Canada,Swimming,Mixed 4 x 100m Medley Relay
13224,KHARUN Ilya,Male,Canada,Swimming,Mens 100m Butterfly
13225,KHARUN Ilya,Male,Canada,Swimming,Mens 200m Butterfly
13226,KHARUN Ilya,Male,Canada,Swimming,Mens 4 x 100m Medley Relay
13227,O'CROININ Emma,Female,Canada,Swimming,Womens 4 x 200m Freestyle Relay
13228,O'CROININ Emma,Female,Canada,Swimming,Relay Only Athlete
13229,ACEVEDO Javier,Male,Canada,Swimming,Mens 100m Backstroke
13230,ACEVEDO Javier,Male,Canada,Swimming,Mens 4 x 100m Freestyle Relay
13231,ACEVEDO Javier,Male,Canada,Swimming,Mens 4 x 100m Medley Relay
13232,KNOX Finlay,Male,Canada,Swimming,Mens 200m Individual Medley
13233,KNOX Finlay,Male,Canada,Swimming,Mens 4 x 100m Freestyle Relay
13234,KNOX Finlay,Male,Canada,Swimming,Mens 4 x 100m Medley Relay
13235,KNOX Finlay,Male,Canada,Swimming,Mixed 4 x 100m Medley Relay
13236,LIENDO Josh,Male,Canada,Swimming,Mens 100m Butterfly
13237,LIENDO Josh,Male,Canada,Swimming,Mens 100m Freestyle
13238,LIENDO Josh,Male,Canada,Swimming,Mens 4 x 100m Freestyle Relay
13239,LIENDO Josh,Male,Canada,Swimming,Mens 4 x 100m Medley Relay
13240,LIENDO Josh,Male,Canada,Swimming,Mens 50m Freestyle
13241,LIENDO Josh,Male,Canada,Swimming,Mixed 4 x 100m Medley Relay
13242,ANGUS Sophie,Female,Canada,Swimming,Womens 100m Breaststroke
13243,ANGUS Sophie,Female,Canada,Swimming,Womens 4 x 100m Medley Relay
13244,RUCK Taylor,Female,Canada,Swimming,Womens 4 x 100m Freestyle Relay
13245,RUCK Taylor,Female,Canada,Swimming,Womens 50m Freestyle
13246,RUCK Taylor,Female,Canada,Swimming,Mixed 4 x 100m Medley Relay
13247,WOG Kelsey,Female,Canada,Swimming,Womens 200m Breaststroke
13248,HARVEY Mary-Sophie,Female,Canada,Swimming,Womens 200m Freestyle
13249,HARVEY Mary-Sophie,Female,Canada,Swimming,Womens 4 x 100m Freestyle Relay
13250,HARVEY Mary-Sophie,Female,Canada,Swimming,Womens 4 x 100m Medley Relay
13251,HARVEY Mary-Sophie,Female,Canada,Swimming,Womens 4 x 200m Freestyle Relay
13252,BROUSSEAU Julie,Female,Canada,Swimming,Womens 4 x 200m Freestyle Relay
13253,BROUSSEAU Julie,Female,Canada,Swimming,Relay Only Athlete
13254,JANSEN Ella,Female,Canada,Swimming,Womens 400m Individual Medley
13255,JANSEN Ella,Female,Canada,Swimming,Womens 4 x 200m Freestyle Relay
13256,OLEKSIAK Penny,Female,Canada,Swimming,Womens 4 x 100m Freestyle Relay
13257,OLEKSIAK Penny,Female,Canada,Swimming,Womens 4 x 100m Medley Relay
13258,OLEKSIAK Penny,Female,Canada,Swimming,Relay Only Athlete
13259,MASSE Kylie,Female,Canada,Swimming,Womens 100m Backstroke
13260,MASSE Kylie,Female,Canada,Swimming,Womens 200m Backstroke
13261,MASSE Kylie,Female,Canada,Swimming,Womens 4 x 100m Medley Relay
13262,MASSE Kylie,Female,Canada,Swimming,Mixed 4 x 100m Medley Relay
13263,PICKREM Sydney,Female,Canada,Swimming,Womens 200m Breaststroke
13264,PICKREM Sydney,Female,Canada,Swimming,Womens 200m Individual Medley
13265,SMITH Rebecca,Female,Canada,Swimming,Womens 100m Butterfly
13266,FINLIN Emma,Female,Canada,Marathon Swimming,Womens 10km
13267,WILM Ingrid,Female,Canada,Swimming,Womens 100m Backstroke
13268,WILM Ingrid,Female,Canada,Swimming,Womens 4 x 100m Medley Relay
13269,JANKOVICS Tristan,Male,Canada,Swimming,Mens 400m Individual Medley
13270,KISIL Yuri,Male,Canada,Swimming,Mens 100m Freestyle
13271,KISIL Yuri,Male,Canada,Swimming,Mens 4 x 100m Freestyle Relay
13272,McINTOSH Summer,Female,Canada,Swimming,Womens 200m Butterfly
13273,McINTOSH Summer,Female,Canada,Swimming,Womens 200m Individual Medley
13274,McINTOSH Summer,Female,Canada,Swimming,Womens 400m Freestyle
13275,McINTOSH Summer,Female,Canada,Swimming,Womens 400m Individual Medley
13276,McINTOSH Summer,Female,Canada,Swimming,Womens 4 x 100m Freestyle Relay
13277,McINTOSH Summer,Female,Canada,Swimming,Womens 4 x 100m Medley Relay
13278,McINTOSH Summer,Female,Canada,Swimming,Womens 4 x 200m Freestyle Relay
13279,WIGGINTON Lorne,Male,Canada,Swimming,Mens 4 x 200m Freestyle Relay
13280,WIGGINTON Lorne,Male,Canada,Swimming,Relay Only Athlete
13281,AXON Alex,Male,Canada,Swimming,Mens 4 x 200m Freestyle Relay
13282,AXON Alex,Male,Canada,Swimming,Relay Only Athlete
13283,DOUTHWRIGHT Brooklyn,Female,Canada,Swimming,Womens 4 x 100m Freestyle Relay
13284,DOUTHWRIGHT Brooklyn,Female,Canada,Swimming,Relay Only Athlete
13285,TIERNEY Blake,Male,Canada,Swimming,Mens 100m Backstroke
13286,TIERNEY Blake,Male,Canada,Swimming,Mens 200m Backstroke
13287,TIERNEY Blake,Male,Canada,Swimming,Mens 4 x 100m Medley Relay
13288,TIERNEY Blake,Male,Canada,Swimming,Mixed 4 x 100m Medley Relay
13289,HESS Apollo,Male,Canada,Swimming,Relay Only Athlete
13290,HESS Apollo,Male,Canada,Swimming,Mixed 4 x 100m Medley Relay
13291,HUSSEY Patrick,Male,Canada,Swimming,Mens 4 x 200m Freestyle Relay
13292,HUSSEY Patrick,Male,Canada,Swimming,Relay Only Athlete
13293,BAGSHAW Jeremy,Male,Canada,Swimming,Mens 4 x 200m Freestyle Relay
13294,BAGSHAW Jeremy,Male,Canada,Swimming,Relay Only Athlete
13295,MAOUHOUB Mehdi,Male,Morocco,Football,Men
13296,AWUJO Simi,Female,Canada,Football,Women
13297,BECKIE Janine,Female,Canada,Football,Women
13298,BUCHANAN Kadeisha,Female,Canada,Football,Women
13299,CARLE Gabrielle,Female,Canada,Football,Women
13300,D'ANGELO Sabrina,Female,Canada,Football,Women
13301,FLEMING Jessie,Female,Canada,Football,Women
13302,GILLES Vanessa,Female,Canada,Football,Women
13303,GROSSO Julia,Female,Canada,Football,Women
13304,HUITEMA Jordyn,Female,Canada,Football,Women
13305,LACASSE Cloe,Female,Canada,Football,Women
13306,LAWRENCE Ashley,Female,Canada,Football,Women
13307,LEON Adriana,Female,Canada,Football,Women
13308,PRINCE Nichelle,Female,Canada,Football,Women
13309,QUINN,Female,Canada,Football,Women
13310,RIVIERE Jayde,Female,Canada,Football,Women
13311,ROSE Jade,Female,Canada,Football,Women
13312,SHERIDAN Kailen,Female,Canada,Football,Women
13313,VIENS Evelyne,Female,Canada,Football,Women
13314,ZADORSKY Shelina,Female,Canada,Football,Women
13315,BEN SEGHIR Eliesse,Male,Morocco,Football,Men
13316,ROSE Alex,Male,Samoa,Athletics,Mens Discus Throw
13317,BUKOVEC Sophie,Female,Canada,Beach Volleyball,Women
13318,DEARING Daniel,Male,Canada,Beach Volleyball,Men
13319,HUMANA-PAREDES Melissa,Female,Canada,Beach Volleyball,Women
13320,SCHACHTER Samuel,Male,Canada,Beach Volleyball,Men
13321,WILKERSON Brandie,Female,Canada,Beach Volleyball,Women
13322,BANSLEY Heather,Female,Canada,Beach Volleyball,Women
13323,CREVIER Axelle,Female,Canada,Water Polo,Women
13324,la ROCHE Shae,Female,Canada,Water Polo,Women
13325,BROWNE Serena,Female,Canada,Water Polo,Women
13326,McKELVEY Hayley,Female,Canada,Water Polo,Women
13327,BAKOC Verica,Female,Canada,Water Polo,Women
13328,GAUDREAULT Jessica,Female,Canada,Water Polo,Women
13329,McDOWELL Blaire,Female,Canada,Water Polo,Women
13330,MIMIDES Marilia,Female,Canada,Water Polo,Women
13331,WRIGHT Emma,Female,Canada,Water Polo,Women
13332,LEMAY-LAVOIE Elyse,Female,Canada,Water Polo,Women
13333,PAUL Kindred,Female,Canada,Water Polo,Women
13334,LEKNESS Rae,Female,Canada,Water Polo,Women
13335,VULPISI Clara,Female,Canada,Water Polo,Women
13336,YAKOVLEV Vladislav,Male,Kazakhstan,Rowing,Mens Single Sculls
13337,JONES Aislin,Female,Australia,Shooting,Skeet Women
13338,JONES Aislin,Female,Australia,Shooting,Skeet Mixed Team
13339,SKINNER Catherine,Female,Australia,Shooting,Trap Women
13340,SAMPSON Dane,Male,Australia,Shooting,10m Air Rifle Men
13341,SAMPSON Dane,Male,Australia,Shooting,50m Rifle 3 Positions Men
13342,GALIABOVITCH Elena,Female,Australia,Shooting,10m Air Pistol Women
13343,GALIABOVITCH Elena,Female,Australia,Shooting,25m Pistol Women
13344,ROSSITER Jack,Male,Australia,Shooting,10m Air Rifle Men
13345,ROSSITER Jack,Male,Australia,Shooting,50m Rifle 3 Positions Men
13346,WILLETT James,Male,Australia,Shooting,Trap Men
13347,BELL Joshua,Male,Australia,Shooting,Skeet Men
13348,BELL Joshua,Male,Australia,Shooting,Skeet Mixed Team
13349,ILES Mitchell,Male,Australia,Shooting,Trap Men
13350,SMITH Penny,Female,Australia,Shooting,Trap Women
13351,EVGLEVSKI Sergei,Male,Australia,Shooting,25m Rapid Fire Pistol Men
13352,GARCIA Melique,Male,Honduras,Athletics,Mens 100m
13353,CASSON Jenny,Female,Canada,Rowing,Lightweight Womens Double Sculls
13354,DENT Abby,Female,Canada,Rowing,Womens Eight
13355,GRUCHALLA-WESIERSKI Kasia,Female,Canada,Rowing,Womens Eight
13356,KIT Kristen,Female,Canada,Rowing,Womens Eight
13357,MESCHKULEIT Maya,Female,Canada,Rowing,Womens Eight
13358,MOFFATT Jill,Female,Canada,Rowing,Lightweight Womens Double Sculls
13359,PAYNE Sydney,Female,Canada,Rowing,Womens Eight
13360,SEVICK Jessica,Female,Canada,Rowing,Womens Eight
13361,WALKER Kristina,Female,Canada,Rowing,Womens Eight
13362,WASTENEYS Avalon,Female,Canada,Rowing,Womens Eight
13363,ANA VITORIA,Female,Brazil,Football,Women
13364,ANGELINA,Female,Brazil,Football,Women
13365,ADRIANA,Female,Brazil,Football,Women
13366,ANTONIA,Female,Brazil,Football,Women
13367,GABI PORTILHO,Female,Brazil,Football,Women
13368,GABI NUNES,Female,Brazil,Football,Women
13369,JHENIFFER,Female,Brazil,Football,Women
13370,KEROLIN,Female,Brazil,Football,Women
13371,LAUREN,Female,Brazil,Football,Women
13372,LUCIANA,Female,Brazil,Football,Women
13373,LORENA,Female,Brazil,Football,Women
13374,LUDMILA,Female,Brazil,Football,Women
13375,DUDA SAMPAIO,Female,Brazil,Football,Women
13376,MARTA,Female,Brazil,Football,Women
13377,PRISCILA,Female,Brazil,Football,Women
13378,RAFAELLE,Female,Brazil,Football,Women
13379,TAMIRES,Female,Brazil,Football,Women
13380,THAIS,Female,Brazil,Football,Women
13381,TARCIANE,Female,Brazil,Football,Women
13382,TAINA,Female,Brazil,Football,Women
13383,VITORIA YAYA,Female,Brazil,Football,Women
13384,YASMIM,Female,Brazil,Football,Women
13385,PEREZ PENA Andrea,Female,Ecuador,Shooting,10m Air Pistol Women
13386,PEREZ PENA Andrea,Female,Ecuador,Shooting,25m Pistol Women
13387,DURANGO FLORES Diana,Female,Ecuador,Shooting,10m Air Pistol Women
13388,DURANGO FLORES Diana,Female,Ecuador,Shooting,25m Pistol Women
13389,DHESI Amarveer,Male,Canada,Wrestling,Mens Freestyle 125kg
13390,di STASIO Justina Renay,Female,Canada,Wrestling,Womens Freestyle 76kg
13391,GODINEZ GONZALEZ Ana Paula,Female,Canada,Wrestling,Womens Freestyle 62kg
13392,MOORE Alexander Robert,Male,Canada,Wrestling,Mens Freestyle 86kg
13393,MORAIS Linda,Female,Canada,Wrestling,Womens Freestyle 68kg
13394,TAYLOR Hannah Fay,Female,Canada,Wrestling,Womens Freestyle 57kg
13395,TOMLJANOVIC Ajla,Female,Australia,Tennis,Womens Doubles
13396,TOMLJANOVIC Ajla,Female,Australia,Tennis,Womens Singles
13397,de MINAUR Alex,Male,Australia,Tennis,Mens Doubles
13398,POPYRIN Alexei,Male,Australia,Tennis,Mens Doubles
13399,POPYRIN Alexei,Male,Australia,Tennis,Mens Singles
13400,SAVILLE Daria,Female,Australia,Tennis,Womens Doubles
13401,PEREZ Ellen,Female,Australia,Tennis,Womens Doubles
13402,PEREZ Ellen,Female,Australia,Tennis,Mixed Doubles
13403,PEERS John,Male,Australia,Tennis,Mens Doubles
13404,EBDEN Matthew,Male,Australia,Tennis,Mens Doubles
13405,EBDEN Matthew,Male,Australia,Tennis,Mens Singles
13406,EBDEN Matthew,Male,Australia,Tennis,Mixed Doubles
13407,GADECKI Olivia,Female,Australia,Tennis,Womens Doubles
13408,GADECKI Olivia,Female,Australia,Tennis,Womens Singles
13409,HIJIKATA Rinky,Male,Australia,Tennis,Mens Singles
13410,DELGADO Anicka,Female,Ecuador,Swimming,Womens 50m Freestyle
13411,SHAH Alexander,Male,Nepal,Swimming,Mens 100m Freestyle
13412,PERIBONIO AVILA Tomas,Male,Ecuador,Swimming,Mens 200m Individual Medley
13413,DAHAL Prince,Male,Nepal,Badminton,Mens Singles
13414,SHABALINA Ekaterina,Female,Kazakhstan,Triathlon,Womens Individual
13415,LIMA Bj Telefoni,Male,Samoa,Rugby Sevens,Men
13416,PARRO Carlos,Male,Brazil,Equestrian,Eventing Individual
13417,PARRO Carlos,Male,Brazil,Equestrian,Eventing Team
13418,MARCARI OLIVA Joao Victor,Male,Brazil,Equestrian,Dressage Individual
13419,CARVALHO JORGE Marcio,Male,Brazil,Equestrian,Eventing Individual
13420,CARVALHO JORGE Marcio,Male,Brazil,Equestrian,Eventing Team
13421,VENISS Pedro,Male,Brazil,Equestrian,Jumping Individual
13422,VENISS Pedro,Male,Brazil,Equestrian,Jumping Team
13423,MAMPRIN LOSANO Rafael,Male,Brazil,Equestrian,Eventing Individual
13424,MAMPRIN LOSANO Rafael,Male,Brazil,Equestrian,Eventing Team
13425,PESSOA Rodrigo,Male,Brazil,Equestrian,Jumping Individual
13426,PESSOA Rodrigo,Male,Brazil,Equestrian,Jumping Team
13427,FONSECA Ruy,Male,Brazil,Equestrian,Eventing Individual
13428,FONSECA Ruy,Male,Brazil,Equestrian,Eventing Team
13429,de FREITAS BARCHA Stephan,Male,Brazil,Equestrian,Jumping Individual
13430,de FREITAS BARCHA Stephan,Male,Brazil,Equestrian,Jumping Team
13431,MANSUR Yuri,Male,Brazil,Equestrian,Jumping Individual
13432,MANSUR Yuri,Male,Brazil,Equestrian,Jumping Team
13433,NARANJO Sol,Female,Ecuador,Modern Pentathlon,Womens Individual
13434,TORRES Andres,Male,Ecuador,Modern Pentathlon,Mens Individual
13435,FALANIKO Faafoi,Male,Samoa,Rugby Sevens,Men
13436,ABEYSINGHE Kyle,Male,Sri Lanka,Swimming,Mens 100m Freestyle
13437,NEPAL Sushmita,Female,Nepal,Shooting,10m Air Rifle Women
13438,SENAVIRATHNE Ganga,Female,Sri Lanka,Swimming,Womens 100m Backstroke
13439,KLAMER Rachel,Female,Netherlands,Triathlon,Womens Individual
13440,KINGMA Maya,Female,Netherlands,Triathlon,Womens Individual
13441,MURRAY Richard,Male,Netherlands,Triathlon,Mens Individual
13442,KOLKMAN Mitch,Male,Netherlands,Triathlon,Mens Individual
13443,HOLDER Aniya,Female,South Africa,Sport Climbing,Womens Speed
13444,BRUYNS Joshua,Male,South Africa,Sport Climbing,Mens Speed
13445,MUKHEIBIR Lauren,Female,South Africa,Sport Climbing,Womens Boulder & Lead
13446,JANSE van RENSBURG Mel,Male,South Africa,Sport Climbing,Mens Boulder & Lead
13447,OPETAI Motu,Male,Samoa,Rugby Sevens,Men
13448,LEITUFIA Neueli,Male,Samoa,Rugby Sevens,Men
13449,KAKIOUEA Winzar,Male,Nauru,Athletics,Mens 100m
13450,JEE Minhyung,Female,Australia,Table Tennis,Womens Singles
13451,JEE Minhyung,Female,Australia,Table Tennis,Womens Team
13452,JEE Minhyung,Female,Australia,Table Tennis,Mixed Doubles
13453,BATTY Brock,Male,Australia,Trampoline Gymnastics,Men
13454,NEDOV Emma,Female,Australia,Artistic Gymnastics,Women
